 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   5.11.2022    Time:   9:39:43
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
     159.0000  0.38307E+00  0.58395E+00  0.30752E-01  0.45511E+00 -0.65397E-01 -0.46399E+02  0.17731E+02 -0.47034E+02  0.17265E+02 -0.36211E+02 -0.10000E+07 -0.26831E+05  0.00000E+00  0.00000E+00  0.00000E+00  0.38924E+02  0.58030E+02  0.10996E+02   1831  0.00000E+00      0.000
     160.0000  0.39473E+00  0.60172E+00  0.62522E-02  0.36674E+00 -0.32838E-01 -0.46004E+02  0.18332E+02 -0.47023E+02  0.17670E+02 -0.36254E+02 -0.10000E+07 -0.27809E+05  0.00000E+00  0.00000E+00  0.00000E+00  0.38421E+02  0.58030E+02  0.11007E+02   1834  0.00000E+00      0.000
     161.0000  0.36506E+00  0.55649E+00  0.32720E-02  0.32113E+00 -0.32946E-02 -0.45639E+02  0.18889E+02 -0.47019E+02  0.18007E+02 -0.36267E+02 -0.10000E+07 -0.28447E+05  0.00000E+00  0.00000E+00  0.00000E+00  0.38052E+02  0.58030E+02  0.11011E+02   1837  0.00000E+00      0.000
     162.0000  0.40138E+00  0.61186E+00  0.23654E-02  0.28810E+00 -0.31134E-05 -0.45238E+02  0.19501E+02 -0.47016E+02  0.18303E+02 -0.36267E+02 -0.10000E+07 -0.29046E+05 -0.16123E+00  0.00000E+00  0.00000E+00  0.37736E+02  0.58030E+02  0.11014E+02   1839  0.00000E+00      0.000
     163.0000  0.29628E+00  0.45165E+00  0.18643E-02  0.20583E+00 -0.56469E-06 -0.44941E+02  0.19952E+02 -0.47014E+02  0.18512E+02 -0.36267E+02 -0.10000E+07 -0.29459E+05 -0.48567E+00  0.00000E+00  0.00000E+00  0.37484E+02  0.58030E+02  0.11016E+02   1841  0.00000E+00      0.000
     164.0000  0.18572E+00  0.31359E+00  0.15444E-02  0.14797E+00 -0.47080E-05 -0.44756E+02  0.20266E+02 -0.47012E+02  0.18660E+02 -0.36267E+02 -0.10000E+07 -0.29665E+05 -0.91602E+00  0.00000E+00  0.00000E+00  0.37306E+02  0.58050E+02  0.11037E+02   1843  0.00000E+00      0.000
     165.0000 -0.26769E+00  0.17120E+00 -0.26769E+00  0.15074E+00  0.19953E-05 -0.45023E+02  0.20437E+02 -0.47280E+02  0.18782E+02 -0.36267E+02 -0.41609E+03 -0.11227E+04 -0.14073E+01  0.00000E+00  0.00000E+00  0.37455E+02  0.58430E+02  0.11150E+02   1877  0.00000E+00      0.000
     166.0000  0.23269E+00  0.35472E+00  0.13026E-01  0.22140E+00  0.20785E-05 -0.44791E+02  0.20792E+02 -0.47155E+02  0.19041E+02 -0.36267E+02 -0.10000E+07 -0.27996E+05 -0.19576E+01  0.00000E+00  0.00000E+00  0.37079E+02  0.58430E+02  0.11275E+02   1891  0.00000E+00      0.000
     167.0000  0.24759E+00  0.37743E+00  0.37730E-02  0.18535E+00 -0.53080E-06 -0.44543E+02  0.21169E+02 -0.47149E+02  0.19240E+02 -0.36267E+02 -0.10000E+07 -0.29016E+05 -0.25487E+01  0.00000E+00  0.00000E+00  0.36864E+02  0.58430E+02  0.11281E+02   1895  0.00000E+00      0.000
     168.0000  0.15846E+00  0.24156E+00  0.24568E-02  0.11795E+00 -0.57073E-06 -0.44385E+02  0.21411E+02 -0.47146E+02  0.19358E+02 -0.36267E+02 -0.10000E+07 -0.29311E+05 -0.31656E+01  0.00000E+00  0.00000E+00  0.36720E+02  0.58430E+02  0.11283E+02   1897  0.00000E+00      0.000
     169.0000  0.26080E+00  0.39756E+00  0.18632E-02  0.18403E+00  0.93941E-06 -0.44124E+02  0.21808E+02 -0.47144E+02  0.19544E+02 -0.36267E+02 -0.10000E+07 -0.29516E+05 -0.37968E+01  0.00000E+00  0.00000E+00  0.36565E+02  0.58430E+02  0.11285E+02   1899  0.00000E+00      0.000
     170.0000  0.19423E-01  0.42595E+00  0.15255E-02  0.18157E+00 -0.31958E-05 -0.44104E+02  0.22234E+02 -0.47143E+02  0.19730E+02 -0.36267E+02 -0.10000E+07 -0.29852E+05 -0.44387E+01  0.00000E+00  0.00000E+00  0.36377E+02  0.58690E+02  0.11547E+02   1901  0.00000E+00      0.000
     171.0000 -0.92156E+00  0.28116E-01 -0.92156E+00  0.28116E-01  0.37384E-05 -0.45026E+02  0.22262E+02 -0.48064E+02  0.19754E+02 -0.36267E+02 -0.13567E+03 -0.35489E+03 -0.50874E+01  0.00000E+00  0.00000E+00  0.37274E+02  0.59630E+02  0.11566E+02   1958  0.00000E+00      0.000
     172.0000  0.21504E+00  0.32781E+00  0.22588E+00  0.30520E+00  0.41949E-05 -0.44811E+02  0.22590E+02 -0.47848E+02  0.20077E+02 -0.36267E+02 -0.73327E+04 -0.68874E+03 -0.57427E+01  0.00000E+00  0.00000E+00  0.36752E+02  0.59630E+02  0.11782E+02   1967  0.00000E+00      0.000
     173.0000  0.33857E+00  0.51612E+00  0.13728E-01  0.36476E+00  0.99663E-06 -0.44472E+02  0.23106E+02 -0.47745E+02  0.20476E+02 -0.36267E+02 -0.10000E+07 -0.27473E+05 -0.64021E+01  0.00000E+00  0.00000E+00  0.36262E+02  0.59630E+02  0.11885E+02   1978  0.00000E+00      0.000
     174.0000 -0.43005E+00  0.42676E+00 -0.43005E+00  0.39336E+00  0.16633E-05 -0.44902E+02  0.23533E+02 -0.48175E+02  0.20846E+02 -0.36267E+02 -0.28954E+03 -0.78733E+03 -0.70627E+01  0.00000E+00  0.00000E+00  0.36324E+02  0.60340E+02  0.12165E+02   2017  0.00000E+00      0.000
     175.0000 -0.12688E+00  0.20293E+00 -0.12688E+00  0.19908E+00  0.95007E-06 -0.45029E+02  0.23736E+02 -0.48302E+02  0.21043E+02 -0.36267E+02 -0.42536E+03 -0.63374E+03 -0.77225E+01  0.00000E+00  0.00000E+00  0.36254E+02  0.60600E+02  0.12298E+02   2039  0.00000E+00      0.000
     176.0000 -0.16034E+00  0.28911E+00 -0.16034E+00  0.28093E+00 -0.77591E-05 -0.45189E+02  0.24025E+02 -0.48463E+02  0.21324E+02 -0.36267E+02 -0.41031E+03 -0.62989E+03 -0.83812E+01  0.00000E+00  0.00000E+00  0.36134E+02  0.60950E+02  0.12488E+02   2061  0.00000E+00      0.000
     177.0000  0.30683E+00  0.46772E+00  0.16860E-01  0.31521E+00 -0.25504E-05 -0.44883E+02  0.24493E+02 -0.48299E+02  0.21689E+02 -0.36267E+02 -0.10000E+07 -0.27666E+05 -0.90386E+01  0.00000E+00  0.00000E+00  0.35633E+02  0.60950E+02  0.12651E+02   2073  0.00000E+00      0.000
     178.0000  0.20946E+00  0.41076E+00  0.39633E-02  0.19222E+00 -0.59894E-05 -0.44673E+02  0.24904E+02 -0.48293E+02  0.21911E+02 -0.36267E+02 -0.10000E+07 -0.29116E+05 -0.96956E+01  0.00000E+00  0.00000E+00  0.35375E+02  0.61010E+02  0.12717E+02   2077  0.00000E+00      0.000
     179.0000 -0.54428E+00  0.37458E+00 -0.54428E+00  0.33030E+00 -0.34787E-05 -0.45217E+02  0.25278E+02 -0.48837E+02  0.22187E+02 -0.36267E+02 -0.23998E+03 -0.11070E+04 -0.10353E+02  0.00000E+00  0.00000E+00  0.35648E+02  0.61800E+02  0.12963E+02   2119  0.00000E+00      0.000
     180.0000 -0.22889E+01  0.32107E-01 -0.22889E+01  0.32107E-01  0.91444E-07 -0.47506E+02  0.25310E+02 -0.51126E+02  0.22219E+02 -0.36267E+02 -0.56228E+02 -0.97766E+02 -0.11010E+02  0.00000E+00  0.00000E+00  0.37905E+02  0.64110E+02  0.12984E+02   2165  0.00000E+00      0.000
     181.0000 -0.96318E+00  0.11711E+00 -0.96318E+00  0.11711E+00  0.86566E-06 -0.48470E+02  0.25427E+02 -0.52089E+02  0.22336E+02 -0.36267E+02 -0.69009E+02 -0.80920E+02 -0.11668E+02  0.00000E+00  0.00000E+00  0.38751E+02  0.65150E+02  0.13061E+02   2187  0.00000E+00      0.000
     182.0000  0.13348E+00  0.40165E+00  0.13348E+00  0.40165E+00 -0.15460E-06 -0.48336E+02  0.25829E+02 -0.51959E+02  0.22738E+02 -0.36267E+02 -0.15310E+03 -0.12957E+03 -0.12298E+02  0.00000E+00  0.00000E+00  0.38287E+02  0.65280E+02  0.13321E+02   2191  0.00000E+00      0.000
     183.0000 -0.89029E+00  0.91021E-01 -0.89029E+00  0.91021E-01 -0.17624E-05 -0.49226E+02  0.25920E+02 -0.52850E+02  0.22829E+02 -0.36267E+02 -0.74352E+02 -0.87106E+02 -0.12800E+02  0.00000E+00  0.00000E+00  0.39086E+02  0.66230E+02  0.13381E+02   2213  0.00000E+00      0.000
     184.0000  0.26663E+00  0.40645E+00  0.26663E+00  0.40645E+00  0.35564E-05 -0.48960E+02  0.26327E+02 -0.52587E+02  0.23235E+02 -0.36267E+02 -0.19535E+03 -0.14341E+03 -0.13025E+02  0.00000E+00  0.00000E+00  0.38492E+02  0.66230E+02  0.13643E+02   2217  0.00000E+00      0.000
     185.0000  0.80208E-01  0.45763E+00  0.80268E-01  0.45752E+00  0.10639E-05 -0.48880E+02  0.26784E+02 -0.52507E+02  0.23693E+02 -0.36267E+02 -0.28389E+03 -0.19820E+03 -0.12959E+02  0.00000E+00  0.00000E+00  0.37971E+02  0.66450E+02  0.13943E+02   2220  0.00000E+00      0.000
     186.0000 -0.47050E-01  0.33986E+00 -0.47050E-01  0.33986E+00  0.31113E-05 -0.48927E+02  0.27124E+02 -0.52555E+02  0.24033E+02 -0.36267E+02 -0.27131E+03 -0.22218E+03 -0.12716E+02  0.00000E+00  0.00000E+00  0.37678E+02  0.66720E+02  0.14166E+02   2242  0.00000E+00      0.000
     187.0000  0.31081E+00  0.47379E+00  0.16884E+00  0.39344E+00  0.31679E-05 -0.48616E+02  0.27598E+02 -0.52248E+02  0.24476E+02 -0.36267E+02 -0.10000E+07 -0.26388E+05 -0.12425E+02  0.00000E+00  0.00000E+00  0.36954E+02  0.66720E+02  0.14472E+02   2253  0.00000E+00      0.000
     188.0000 -0.23465E+00  0.34352E+00 -0.23465E+00  0.34126E+00 -0.52972E-05 -0.48850E+02  0.27941E+02 -0.52483E+02  0.24809E+02 -0.36267E+02 -0.36599E+03 -0.37378E+03 -0.12206E+02  0.00000E+00  0.00000E+00  0.36858E+02  0.67180E+02  0.14697E+02   2283  0.00000E+00      0.000
     189.0000 -0.30201E+01  0.12186E+00 -0.30201E+01  0.12186E+00  0.42619E-06 -0.51871E+02  0.28063E+02 -0.55503E+02  0.24931E+02 -0.36267E+02 -0.42281E+02 -0.55703E+02 -0.12112E+02  0.00000E+00  0.00000E+00  0.39756E+02  0.70280E+02  0.14777E+02   2325  0.00000E+00      0.000
     190.0000 -0.36405E+00  0.10054E+00 -0.36405E+00  0.10054E+00  0.46724E-05 -0.52235E+02  0.28164E+02 -0.55867E+02  0.25031E+02 -0.36267E+02 -0.77243E+02 -0.77486E+02 -0.12139E+02  0.00000E+00  0.00000E+00  0.40019E+02  0.70710E+02  0.14843E+02   2347  0.00000E+00      0.000
     191.0000 -0.12303E+01  0.21300E+00 -0.12303E+01  0.21300E+00  0.31706E-06 -0.53465E+02  0.28377E+02 -0.57098E+02  0.25244E+02 -0.36267E+02 -0.57300E+02 -0.62298E+02 -0.12033E+02  0.00000E+00  0.00000E+00  0.41037E+02  0.72080E+02  0.14983E+02   2369  0.00000E+00      0.000
     192.0000 -0.37093E+00  0.19676E+00 -0.37092E+00  0.19676E+00 -0.39814E-07 -0.53836E+02  0.28573E+02 -0.57469E+02  0.25441E+02 -0.36267E+02 -0.77738E+02 -0.76597E+02 -0.11241E+02  0.00000E+00  0.00000E+00  0.41211E+02  0.72580E+02  0.15112E+02   2391  0.00000E+00      0.000
     193.0000 -0.51125E-01  0.25743E+00 -0.51125E-01  0.25743E+00  0.53803E-05 -0.53887E+02  0.28831E+02 -0.57520E+02  0.25698E+02 -0.36267E+02 -0.10646E+03 -0.97567E+02 -0.94262E+01  0.00000E+00  0.00000E+00  0.41004E+02  0.72800E+02  0.15281E+02   2413  0.00000E+00      0.000
     194.0000  0.30578E-01  0.38198E+00  0.30578E-01  0.38198E+00  0.97137E-06 -0.53856E+02  0.29213E+02 -0.57491E+02  0.26080E+02 -0.36267E+02 -0.14379E+03 -0.12378E+03 -0.71060E+01  0.00000E+00  0.00000E+00  0.40623E+02  0.73020E+02  0.15530E+02   2416  0.00000E+00      0.000
     195.0000 -0.57076E+00  0.28848E+00 -0.57076E+00  0.28848E+00 -0.15064E-06 -0.54427E+02  0.29501E+02 -0.58061E+02  0.26369E+02 -0.36267E+02 -0.93196E+02 -0.10233E+03 -0.50241E+01  0.00000E+00  0.00000E+00  0.40905E+02  0.73780E+02  0.15719E+02   2438  0.00000E+00      0.000
     196.0000  0.23995E+00  0.36577E+00  0.23995E+00  0.36577E+00  0.14789E-05 -0.54187E+02  0.29867E+02 -0.57822E+02  0.26734E+02 -0.36267E+02 -0.21806E+03 -0.15369E+03 -0.34799E+01  0.00000E+00  0.00000E+00  0.40319E+02  0.73780E+02  0.15958E+02   2442  0.00000E+00      0.000
     197.0000  0.29490E+00  0.44955E+00  0.29926E+00  0.44108E+00 -0.13876E-05 -0.53892E+02  0.30317E+02 -0.57527E+02  0.27180E+02 -0.36267E+02 -0.13536E+04 -0.27831E+03 -0.24044E+01  0.00000E+00  0.00000E+00  0.39616E+02  0.73780E+02  0.16253E+02   2444  0.00000E+00      0.000
     198.0000 -0.38037E+00  0.44151E+00 -0.38037E+00  0.44151E+00 -0.14572E-06 -0.54273E+02  0.30758E+02 -0.57908E+02  0.27620E+02 -0.36267E+02 -0.18472E+03 -0.20747E+03 -0.16268E+01  0.00000E+00  0.00000E+00  0.39556E+02  0.74450E+02  0.16543E+02   2468  0.00000E+00      0.000
     199.0000  0.35372E+00  0.53921E+00  0.14693E+00  0.44321E+00  0.19696E-05 -0.53919E+02  0.31297E+02 -0.57570E+02  0.28122E+02 -0.36267E+02 -0.10000E+07 -0.26408E+05 -0.11934E+01  0.00000E+00  0.00000E+00  0.38732E+02  0.74450E+02  0.16880E+02   2475  0.00000E+00      0.000
     200.0000  0.33797E+00  0.51521E+00  0.17185E-01  0.38289E+00  0.34016E-06 -0.53581E+02  0.31813E+02 -0.57521E+02  0.28524E+02 -0.36267E+02 -0.10000E+07 -0.27072E+05 -0.10374E+01  0.00000E+00  0.00000E+00  0.38271E+02  0.74450E+02  0.16929E+02   2484  0.00000E+00      0.000
     201.0000 -0.54259E+00  0.39239E+00 -0.54259E+00  0.38891E+00  0.19366E-06 -0.54123E+02  0.32205E+02 -0.58064E+02  0.28895E+02 -0.36267E+02 -0.21764E+03 -0.36540E+03 -0.10861E+01  0.00000E+00  0.00000E+00  0.38444E+02  0.75251E+02  0.17187E+02   2524  0.00000E+00      0.000
     202.0000 -0.14128E+01  0.41455E-01 -0.14128E+01  0.41455E-01 -0.26530E-06 -0.55536E+02  0.32246E+02 -0.59477E+02  0.28937E+02 -0.36267E+02 -0.72983E+02 -0.11206E+03 -0.13021E+01  0.00000E+00  0.00000E+00  0.39815E+02  0.76691E+02  0.17214E+02   2552  0.00000E+00      0.000
     203.0000 -0.77896E+00  0.16830E-01 -0.77896E+00  0.16830E-01 -0.28645E-05 -0.56315E+02  0.32263E+02 -0.60256E+02  0.28954E+02 -0.36267E+02 -0.74637E+02 -0.86254E+02 -0.16402E+01  0.00000E+00  0.00000E+00  0.40577E+02  0.77481E+02  0.17225E+02   2574  0.00000E+00      0.000
     204.0000 -0.51553E+00  0.35742E+00 -0.51553E+00  0.35742E+00 -0.63822E-06 -0.56831E+02  0.32621E+02 -0.60771E+02  0.29311E+02 -0.36267E+02 -0.89032E+02 -0.95345E+02 -0.20023E+01  0.00000E+00  0.00000E+00  0.40736E+02  0.78231E+02  0.17460E+02   2596  0.00000E+00      0.000
     205.0000  0.23470E+00  0.35777E+00  0.23470E+00  0.35777E+00  0.30140E-06 -0.56596E+02  0.32979E+02 -0.60536E+02  0.29669E+02 -0.36267E+02 -0.20352E+03 -0.14859E+03 -0.21549E+01  0.00000E+00  0.00000E+00  0.40143E+02  0.78231E+02  0.17694E+02   2600  0.00000E+00      0.000
     206.0000  0.28591E+00  0.43584E+00  0.28760E+00  0.43178E+00  0.15510E-05 -0.56310E+02  0.33414E+02 -0.60252E+02  0.30102E+02 -0.36267E+02 -0.92950E+03 -0.25515E+03 -0.20289E+01  0.00000E+00  0.00000E+00  0.39461E+02  0.78231E+02  0.17979E+02   2602  0.00000E+00      0.000
     207.0000  0.25793E+00  0.40843E+00  0.16661E+00  0.34248E+00  0.14178E-05 -0.56052E+02  0.33823E+02 -0.59994E+02  0.30478E+02 -0.36267E+02 -0.10000E+07 -0.26371E+05 -0.18241E+01  0.00000E+00  0.00000E+00  0.38813E+02  0.78241E+02  0.18247E+02   2610  0.00000E+00      0.000
     208.0000  0.59355E-01  0.27341E+00  0.59355E-01  0.23849E+00  0.43336E-06 -0.55993E+02  0.34096E+02 -0.59934E+02  0.30717E+02 -0.36267E+02 -0.10211E+06 -0.32795E+04 -0.16742E+01  0.00000E+00  0.00000E+00  0.38509E+02  0.78361E+02  0.18426E+02   2621  0.00000E+00      0.000
     209.0000  0.20169E+00  0.33795E+00  0.34474E-01  0.27149E+00 -0.18904E-05 -0.55791E+02  0.34434E+02 -0.59869E+02  0.30993E+02 -0.36267E+02 -0.10000E+07 -0.26823E+05 -0.16632E+01  0.00000E+00  0.00000E+00  0.38168E+02  0.78381E+02  0.18512E+02   2633  0.00000E+00      0.000
     210.0000 -0.36788E+01  0.23052E+00 -0.36788E+01  0.23052E+00  0.13424E-05 -0.59470E+02  0.34665E+02 -0.63548E+02  0.31223E+02 -0.36267E+02 -0.37434E+02 -0.49023E+02 -0.17974E+01  0.00000E+00  0.00000E+00  0.41618E+02  0.82211E+02  0.18663E+02   2705  0.00000E+00      0.000
     211.0000 -0.51873E+01  0.12607E+00 -0.51873E+01  0.12600E+00  0.11666E-06 -0.64657E+02  0.34791E+02 -0.68735E+02  0.31349E+02 -0.36267E+02 -0.24901E+02 -0.25723E+02 -0.19678E+01  0.00000E+00  0.00000E+00  0.46679E+02  0.87481E+02  0.18746E+02   2731  0.00000E+00      0.000
     212.0000 -0.19727E+01  0.26356E-01 -0.19727E+01  0.26356E-01 -0.16048E+01 -0.66630E+02  0.34817E+02 -0.70708E+02  0.31375E+02 -0.36872E+02 -0.38449E+02 -0.38090E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.48020E+02  0.89471E+02  0.18763E+02   2753  0.00000E+00      0.000
     213.0000  0.28925E+00  0.44093E+00  0.28925E+00  0.44093E+00 -0.17231E+01 -0.66341E+02  0.35258E+02 -0.70423E+02  0.31816E+02 -0.38721E+02 -0.96274E+02 -0.78137E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.45523E+02  0.89471E+02  0.19048E+02   2757  0.00000E+00      0.000
     214.0000 -0.79357E+00  0.37566E+00 -0.79357E+00  0.37566E+00 -0.10870E+01 -0.67134E+02  0.35634E+02 -0.71216E+02  0.32192E+02 -0.40077E+02 -0.67566E+02 -0.69278E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.44585E+02  0.90511E+02  0.19294E+02   2779  0.00000E+00      0.000
     215.0000 -0.77879E+01  0.43008E+00 -0.77878E+01  0.26922E+00 -0.16981E+01 -0.74922E+02  0.36064E+02 -0.79004E+02  0.32531E+02 -0.41107E+02 -0.19223E+02 -0.19463E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.50996E+02  0.98580E+02  0.19576E+02   2812  0.00000E+00      0.000
     216.0000 -0.46241E+00  0.43840E+00 -0.46241E+00  0.43840E+00 -0.31104E+01 -0.75385E+02  0.36502E+02 -0.79466E+02  0.32967E+02 -0.44705E+02 -0.61025E+02 -0.56262E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.47426E+02  0.99330E+02  0.19864E+02   2834  0.00000E+00      0.000
     217.0000 -0.17003E+01  0.13678E+00 -0.17003E+01  0.13678E+00 -0.16829E+01 -0.77085E+02  0.36639E+02 -0.81166E+02  0.33104E+02 -0.46868E+02 -0.43723E+02 -0.44551E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.46825E+02  0.10112E+03  0.19954E+02   2856  0.00000E+00      0.000
     218.0000  0.21711E+00  0.33095E+00  0.21711E+00  0.33095E+00 -0.12833E+01 -0.76868E+02  0.36970E+02 -0.80952E+02  0.33434E+02 -0.48292E+02 -0.95166E+02 -0.79556E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.44902E+02  0.10112E+03  0.20168E+02   2860  0.00000E+00      0.000
     219.0000  0.12971E+00  0.21297E+00  0.12971E+00  0.21297E+00 -0.89657E+00 -0.76738E+02  0.37183E+02 -0.80819E+02  0.33647E+02 -0.49281E+02 -0.11920E+03 -0.10027E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.43511E+02  0.10113E+03  0.20311E+02   2862  0.00000E+00      0.000
     220.0000  0.25546E+00  0.38943E+00  0.25546E+00  0.38943E+00 -0.60655E+00 -0.76483E+02  0.37572E+02 -0.80568E+02  0.34037E+02 -0.49953E+02 -0.19162E+03 -0.13570E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.42282E+02  0.10113E+03  0.20562E+02   2864  0.00000E+00      0.000
     221.0000  0.13566E+00  0.28302E+00  0.13566E+00  0.28302E+00 -0.40887E+00 -0.76347E+02  0.37855E+02 -0.80430E+02  0.34320E+02 -0.50407E+02 -0.24116E+03 -0.16720E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.41357E+02  0.10118E+03  0.20751E+02   2866  0.00000E+00      0.000
     222.0000  0.24060E+00  0.36677E+00  0.23877E+00  0.36422E+00 -0.27977E+00 -0.76106E+02  0.38222E+02 -0.80191E+02  0.34684E+02 -0.50687E+02 -0.60129E+03 -0.23100E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40553E+02  0.10118E+03  0.20989E+02   2867  0.00000E+00      0.000
     223.0000 -0.19095E+01  0.77030E-01 -0.19095E+01  0.77030E-01 -0.17701E+00 -0.78016E+02  0.38299E+02 -0.82100E+02  0.34761E+02 -0.50908E+02 -0.53263E+02 -0.67090E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.42164E+02  0.10314E+03  0.21040E+02   2900  0.00000E+00      0.000
     224.0000 -0.60789E+00  0.10993E+00 -0.60789E+00  0.10993E+00 -0.12472E+00 -0.78624E+02  0.38409E+02 -0.82708E+02  0.34871E+02 -0.51050E+02 -0.70527E+02 -0.72841E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.42520E+02  0.10382E+03  0.21112E+02   2922  0.00000E+00      0.000
     225.0000 -0.96000E+00  0.00000E+00 -0.96000E+00  0.00000E+00 -0.16248E+00 -0.79584E+02  0.38409E+02 -0.83668E+02  0.34871E+02 -0.51189E+02 -0.58630E+02 -0.61403E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43341E+02  0.10478E+03  0.21112E+02   2944  0.00000E+00      0.000
     226.0000  0.90602E-01  0.13811E+00  0.90601E-01  0.13811E+00 -0.26743E+00 -0.79493E+02  0.38547E+02 -0.83579E+02  0.35009E+02 -0.51415E+02 -0.97513E+02 -0.86533E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.42921E+02  0.10478E+03  0.21201E+02   2948  0.00000E+00      0.000
     227.0000 -0.13978E+00  0.12229E+00 -0.13978E+00  0.12229E+00 -0.33227E+00 -0.79633E+02  0.38669E+02 -0.83719E+02  0.35131E+02 -0.51727E+02 -0.97232E+02 -0.92463E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.42626E+02  0.10500E+03  0.21281E+02   2970  0.00000E+00      0.000
     228.0000 -0.24728E+00  0.14134E+00 -0.24728E+00  0.14134E+00 -0.31415E+00 -0.79880E+02  0.38811E+02 -0.83966E+02  0.35273E+02 -0.52053E+02 -0.94713E+02 -0.93412E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.42406E+02  0.10534E+03  0.21374E+02   2992  0.00000E+00      0.000
     229.0000  0.23056E+00  0.35147E+00  0.23056E+00  0.35147E+00 -0.27084E+00 -0.79650E+02  0.39162E+02 -0.83739E+02  0.35624E+02 -0.52341E+02 -0.17906E+03 -0.13409E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.41589E+02  0.10534E+03  0.21602E+02   2996  0.00000E+00      0.000
     230.0000  0.65577E-01  0.38960E+00  0.65577E-01  0.38960E+00 -0.21931E+00 -0.79584E+02  0.39552E+02 -0.83674E+02  0.36014E+02 -0.52573E+02 -0.21724E+03 -0.16552E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40920E+02  0.10553E+03  0.21856E+02   2998  0.00000E+00      0.000
     231.0000  0.85602E-02  0.22646E+00  0.85601E-02  0.22646E+00 -0.16405E+00 -0.79575E+02  0.39778E+02 -0.83661E+02  0.36240E+02 -0.52751E+02 -0.23322E+03 -0.18519E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40426E+02  0.10567E+03  0.22009E+02   3000  0.00000E+00      0.000
     232.0000 -0.58781E+00  0.15578E+00 -0.58781E+00  0.15578E+00 -0.11182E+00 -0.80163E+02  0.39934E+02 -0.84249E+02  0.36396E+02 -0.52886E+02 -0.10490E+03 -0.12519E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40724E+02  0.10636E+03  0.22111E+02   3022  0.00000E+00      0.000
     233.0000  0.79033E-01  0.24243E+00  0.79033E-01  0.24243E+00 -0.70955E-01 -0.80084E+02  0.40176E+02 -0.84171E+02  0.36639E+02 -0.52971E+02 -0.18149E+03 -0.15408E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40339E+02  0.10644E+03  0.22269E+02   3026  0.00000E+00      0.000
     234.0000  0.15752E-01  0.23743E+00  0.15752E-01  0.23743E+00 -0.44833E-01 -0.80068E+02  0.40414E+02 -0.84155E+02  0.36876E+02 -0.53021E+02 -0.20679E+03 -0.17492E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40032E+02  0.10658E+03  0.22425E+02   3028  0.00000E+00      0.000
     235.0000 -0.85511E+00  0.37936E-01 -0.85511E+00  0.37936E-01 -0.25169E-01 -0.80924E+02  0.40452E+02 -0.85010E+02  0.36914E+02 -0.53055E+02 -0.82115E+02 -0.10092E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40816E+02  0.10746E+03  0.22450E+02   3050  0.00000E+00      0.000
     236.0000 -0.20926E+00  0.15357E+00 -0.20926E+00  0.15357E+00 -0.12812E-01 -0.81133E+02  0.40605E+02 -0.85220E+02  0.37067E+02 -0.53072E+02 -0.10830E+03 -0.10968E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40854E+02  0.10777E+03  0.22551E+02   3072  0.00000E+00      0.000
     237.0000  0.11146E+00  0.35283E+00  0.11146E+00  0.35283E+00 -0.15717E-01 -0.81021E+02  0.40958E+02 -0.85111E+02  0.37420E+02 -0.53085E+02 -0.18340E+03 -0.14864E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40426E+02  0.10789E+03  0.22780E+02   3076  0.00000E+00      0.000
     238.0000 -0.35397E+00  0.39683E-01 -0.35397E+00  0.39682E-01 -0.24246E-01 -0.81375E+02  0.40998E+02 -0.85465E+02  0.37460E+02 -0.53106E+02 -0.10848E+03 -0.11766E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40720E+02  0.10827E+03  0.22806E+02   3098  0.00000E+00      0.000
